bank,review,rating,date,sentiment,sentiment_score,themes
Dashen,it is not as good as to the other mobile bank app.,1,2025-05-22,POSITIVE,0.2875,['other']
Dashen,Super Easy To Use and Fast Transaction.,5,2025-04-21,POSITIVE,0.3222222222222222,['other']
CBE,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,NEUTRAL,0.08333333333333333,['other']
BOA,It doesn't work anymore,1,2024-05-01,NEUTRAL,0.0,['other']
CBE,Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,NEUTRAL,0.0,['other']
BOA,Infinx,5,2024-11-12,NEUTRAL,0.0,['other']
Dashen,wallahi very fantastic Bank,5,2025-03-31,POSITIVE,0.52,['other']
Dashen,Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,POSITIVE,0.5416666666666666,['other']
BOA,It's a useless app,1,2024-08-02,NEGATIVE,0.5,['other']
Dashen,This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,NEUTRAL,0.0,['other']
BOA,"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,POSITIVE,0.2888888888888889,['other']
CBE,okay 👍 but sometimes busy,1,2025-05-03,POSITIVE,0.3,['other']
BOA,"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,NEGATIVE,0.12121212121212122,['other']
CBE,the best app,5,2025-04-16,POSITIVE,1.0,['other']
Dashen,One star deducted for not to able to transfer to telebirr.,4,2025-02-13,POSITIVE,0.5,['transactions']
CBE,"trasaction history needs to be more,",2,2025-01-27,POSITIVE,0.5,['other']
CBE,as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2,2025-03-19,NEGATIVE,0.26666666666666666,['other']
CBE,The app crashes too many times. It's a buggy app,1,2025-03-03,POSITIVE,0.5,['performance']
BOA,The best beautiful app,5,2024-05-01,POSITIVE,0.925,['other']
CBE,Very nice app,5,2025-01-31,POSITIVE,0.78,['other']
Dashen,"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",5,2025-01-15,POSITIVE,0.6416666666666666,['customer_service']
BOA,Boring,1,2024-02-14,NEGATIVE,1.0,['other']
Dashen,why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,NEUTRAL,0.0,['other']
BOA,The best bank with the worst application and ussd service.,1,2024-04-30,NEUTRAL,0.0,['other']
BOA,The worst banking app ever. Never works!,1,2024-12-14,NEGATIVE,1.0,['other']
CBE,very interesting app i am using every day fantastic,5,2025-04-14,POSITIVE,0.525,['other']
CBE,Simple good app,4,2025-02-02,POSITIVE,0.35,['other']
BOA,Yes active user,5,2024-09-17,NEGATIVE,0.13333333333333333,['other']
CBE,Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,POSITIVE,0.18333333333333335,"['performance', 'transactions']"
CBE,why removing screenshot feature why?,1,2025-04-18,NEUTRAL,0.0,['other']
BOA,Great app..,3,2024-05-18,POSITIVE,0.8,['other']
BOA,It crushes repeatedly,1,2024-05-03,NEUTRAL,0.0,['other']
CBE,#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,POSITIVE,0.6975446428571428,['transactions']
CBE,This app is so incredible,5,2025-02-01,POSITIVE,0.9,['other']
Dashen,Perfect,5,2025-02-02,POSITIVE,1.0,['other']
Dashen,it is good but some times says duplicate transaction why?,5,2025-05-24,POSITIVE,0.7,['other']
BOA,It is better than before and i like it,5,2024-02-22,POSITIVE,0.5,['other']
Dashen,So far so good! their in person customer service is amazing 👏,5,2025-04-14,POSITIVE,0.525,['other']
Dashen,"Truly, db => AlwaysOneStepAhead !!",5,2025-01-14,NEUTRAL,0.0,['other']
CBE,why you change default network?,5,2025-05-23,NEUTRAL,0.0,['other']
CBE,am happy thank you CBE🫡,5,2025-03-30,POSITIVE,0.8,['other']
BOA,Nice one thanks abisiniya,5,2024-05-03,POSITIVE,0.4,['other']
BOA,It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,POSITIVE,0.625,['performance']
BOA,Allowed,5,2024-07-23,NEUTRAL,0.0,['other']
Dashen,"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,POSITIVE,0.33199999999999996,['other']
CBE,couldnt update the app,1,2025-02-22,NEUTRAL,0.0,['other']
CBE,"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,POSITIVE,0.325,['other']
CBE,this is the simplest bookeeping system or method. I like it .,5,2025-02-19,NEUTRAL,0.0,['other']
Dashen,Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,POSITIVE,0.5344444444444444,['other']
BOA,Its good,5,2024-04-13,POSITIVE,0.7,['other']
BOA,Nice looking app but a terrible user experience.,1,2024-09-03,NEGATIVE,0.2,['other']
CBE,"the ""developer mode"" need to be fixed, it sucks",2,2025-01-25,NEUTRAL,0.09999999999999999,['other']
CBE,it is reliable and easy to use.,5,2025-05-20,POSITIVE,0.43333333333333335,['other']
CBE,cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,NEUTRAL,0.043333333333333335,['other']
BOA,Build a new app,1,2024-05-13,POSITIVE,0.13636363636363635,['other']
Dashen,excellent game changer App,5,2025-05-08,POSITIVE,0.3,['other']
Dashen,this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,POSITIVE,0.38,['other']
BOA,"It was working fine a couple of days ago, in the utilities section of payment it only provides a few services but that is OK for now but my issue is it has started crashing down these past 2 days",2,2024-04-21,NEUTRAL,0.05185185185185185,"['performance', 'transactions']"
BOA,Good appp,1,2024-05-11,POSITIVE,0.7,['other']
Dashen,this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,POSITIVE,0.3181818181818182,['other']
BOA,Bast bank of ethiopia,5,2024-11-12,NEUTRAL,0.0,['other']
BOA,You should include manual OTP input!,1,2024-02-13,NEUTRAL,0.0,['other']
CBE,Two step verification update is fake (meaningless). Why because the app gives you an option of to use pin while requesting two step verification step. 🔐 This updated app is not differ than the previous one in case of security & safegaurding users.👹👹💀💀 The other features of the app are best and easy to use it.⭐️⭐️⭐️⭐️⭐️,1,2025-03-06,NEUTRAL,0.0236111111111111,['other']
Dashen,Dashen bank is my number one choice,5,2025-04-22,NEUTRAL,0.0,['other']
CBE,It is better app,5,2025-03-01,POSITIVE,0.5,['other']
BOA,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,NEUTRAL,0.041666666666666664,['other']
BOA,The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,NEUTRAL,0.1,['other']
Dashen,very Nice,5,2025-05-23,POSITIVE,0.78,['other']
Dashen,its the best ever,5,2025-05-08,POSITIVE,1.0,['other']
CBE,"The app is full of bugs here and there, perhaps it's from the backend side idk. For instance the transaction history you see on top is one made a couple of months ago and you have to refresh until you reach the top. it's just so bizarre. And you can't even search for a transaction you made. Someone with a lot of transactions will find it annoying. Even simple things like localising dates to Amharic dates are now correctly implemented.",2,2025-02-25,POSITIVE,0.15833333333333333,['other']
CBE,It is good app,5,2025-02-15,POSITIVE,0.7,['other']
BOA,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,NEUTRAL,0.016666666666666635,['performance']
BOA,Nic app,5,2024-04-24,NEUTRAL,0.0,['other']
BOA,This is help full i like ittttt,5,2025-02-14,POSITIVE,0.35,['customer_service']
CBE,best app for this vast digital finanical word,5,2025-03-23,POSITIVE,0.3333333333333333,['other']
CBE,App keeps on crashing after the latest update. Failures are frequent.,3,2025-02-05,POSITIVE,0.3,['performance']
BOA,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,NEUTRAL,0.08333333333333333,['transactions']
BOA,I dont recommand it to any one,1,2024-08-23,NEUTRAL,0.0,['other']
BOA,"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,POSITIVE,0.27073412698412697,['other']
Dashen,Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,POSITIVE,0.48750000000000004,['other']
BOA,"It's good app but the system is not same as CBE bankin mobile When i compare To these apps BOA and CBE, CBE is the best up",1,2024-05-01,POSITIVE,0.5666666666666667,['other']
BOA,Thank you,5,2025-01-10,NEUTRAL,0.0,['other']
BOA,What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,NEUTRAL,0.0,['transactions']
CBE,"not working,why???",5,2025-05-17,NEUTRAL,0.0,['other']
BOA,I don't get why this app is developed it is not functional at all !!,1,2024-05-12,POSITIVE,0.15625,['other']
CBE,Its gopd,5,2025-03-01,NEUTRAL,0.0,['other']
Dashen,nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,POSITIVE,0.3,['transactions']
CBE,well app,5,2025-04-20,NEUTRAL,0.0,['other']
BOA,Why u do that hh,2,2024-04-13,NEUTRAL,0.0,['other']
Dashen,"A lightweight,catchy and smooth app",5,2025-01-15,POSITIVE,0.4,['other']
Dashen,"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,POSITIVE,0.4047619047619047,['other']
BOA,what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,POSITIVE,0.475,['other']
BOA,It is not working at all.,1,2024-04-24,NEUTRAL,0.0,['other']
CBE,"I have been using CBE App for long, but recently it has started crashing repeatedly and even my phone is reporting that the app has bugs and tells me to wait the developer to fix these bugs.",1,2025-03-09,NEUTRAL,0.025,['performance']
Dashen,Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,POSITIVE,0.45555555555555555,['other']
BOA,The application is extremely slow.,1,2024-03-16,NEGATIVE,0.30000000000000004,['performance']
BOA,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,NEUTRAL,0.03333333333333333,['other']
CBE,"One of the best apps I have used ,",5,2025-03-13,POSITIVE,1.0,['other']
Dashen,all of dashen bank customers use the application it is good to use,5,2025-02-01,POSITIVE,0.7,['other']
Dashen,Fastest and easy to use,5,2025-01-22,POSITIVE,0.43333333333333335,['other']
CBE,it's special apps,5,2025-04-15,POSITIVE,0.35714285714285715,['other']
CBE,that is good,5,2025-02-03,POSITIVE,0.7,['other']
BOA,"This has to be your worst app ever, damm so many bugs and it lags so baddd. Please fix it",1,2024-04-12,NEGATIVE,0.25,['other']
BOA,Very easy to use,5,2024-09-30,POSITIVE,0.5633333333333334,['other']
Dashen,the best Supper App ever,5,2025-04-22,POSITIVE,1.0,['other']
CBE,it's good app,5,2025-04-01,POSITIVE,0.7,['other']
CBE,It is nice app!,4,2025-01-31,POSITIVE,0.75,['other']
Dashen,this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,NEUTRAL,0.0,['other']
BOA,Very good app its easy to use,5,2024-02-15,POSITIVE,0.6716666666666666,['other']
CBE,best of bests,5,2025-03-30,POSITIVE,1.0,['other']
BOA,One of the poorest mobile banking system,1,2024-11-13,NEUTRAL,0.0,['other']
CBE,very very nice aplication,1,2025-04-08,POSITIVE,0.78,['other']
Dashen,"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,POSITIVE,0.27575757575757576,['other']
Dashen,"Best UI mobile banking app, props to design team",5,2025-04-30,POSITIVE,1.0,['ui_ux']
BOA,Easy and cool app,5,2024-05-16,POSITIVE,0.39166666666666666,['other']
BOA,Sorry to say it is very poor apps I have decided to suspend the BoA account,1,2024-04-25,NEGATIVE,0.51,['other']
CBE,nice app and fast money transfer,5,2025-03-31,POSITIVE,0.4,['transactions']
CBE,The Best mobile banking app in Ethiopia. Thanks CBE,5,2025-02-03,POSITIVE,0.6,['other']
BOA,Easy and very nice app to load more than the previouse,5,2024-02-06,POSITIVE,0.5711111111111111,['other']
CBE,a good apps to save my money &withdraw my money to service,5,2025-02-13,POSITIVE,0.7,['other']
Dashen,"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,POSITIVE,0.5041666666666668,['other']
CBE,"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,POSITIVE,0.35,['other']
CBE,You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,POSITIVE,0.1875,['other']
CBE,This app is more helpful and best,5,2025-01-27,POSITIVE,0.75,['other']
CBE,Good apps,5,2025-03-13,POSITIVE,0.7,['other']
CBE,Why it asks me Update repeatedly as soon as I download it !!,1,2025-03-09,NEUTRAL,0.0,['other']
BOA,The app is not showing my balance or any transaction it is like corrupted showing usd amounts,1,2024-04-13,NEUTRAL,0.0,['other']
CBE,Joyful app,5,2025-03-11,NEUTRAL,0.0,['other']
BOA,It is really make my life so much easy!,5,2024-05-12,POSITIVE,0.37083333333333335,['other']
BOA,"BOA app was one of my favourite back in the days, now I don't if there is an app worsen that this.. very very bad. You need to fix it or remove it.",1,2024-04-24,NEGATIVE,0.4549999999999999,['other']
CBE,Alert The device developer Mode is turned on. Please turn off Developer Mode from device settings and try again to use this app OK What is this ?,1,2025-01-27,POSITIVE,0.5,['other']
CBE,"The app is simply trash, the only thing that's keeping them afloat is that the woods for the other Ethiopian banks is even trashier",1,2025-01-25,NEUTRAL,0.03125,['other']
BOA,faster bank of Abissinya,5,2025-04-08,NEUTRAL,0.0,['other']
CBE,This app😎,5,2025-02-26,NEUTRAL,0.0,['other']
Dashen,making transactions has never been easier. the new update is just amazing,5,2025-04-22,POSITIVE,0.3681818181818182,['other']
Dashen,"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,POSITIVE,0.24791666666666667,"['customer_service', 'transactions']"
BOA,It was good and more secured mb app but this new version apk i can't find it on play store will you tell me what i have too do ...please,5,2024-02-19,POSITIVE,0.4454545454545455,['other']
CBE,It is simple and very accurate system,1,2025-01-24,POSITIVE,0.26000000000000006,['other']
CBE,simply for used,4,2025-04-10,NEUTRAL,0.0,['other']
Dashen,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,NEGATIVE,0.14458333333333334,"['performance', 'customer_service']"
BOA,Great always great!!!,5,2024-04-30,POSITIVE,0.9,['other']
Dashen,An app with High performance and advanced features!,5,2025-04-21,POSITIVE,0.33,['other']
BOA,Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,NEUTRAL,0.1,['other']
BOA,Wow what amazing,5,2024-12-30,POSITIVE,0.35000000000000003,['other']
BOA,Very poor proformance,1,2025-03-01,NEGATIVE,0.52,['other']
BOA,Bank of abissena,1,2024-12-17,NEUTRAL,0.0,['other']
CBE,"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,POSITIVE,0.4,['other']
Dashen,Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,POSITIVE,0.18229166666666666,['other']
BOA,not active,1,2024-07-27,NEUTRAL,0.06666666666666667,['other']
CBE,"After the new update I'm struggling to use this app,it suddenly crush or close automatically pls fix this problem",1,2025-02-05,NEUTRAL,0.06818181818181818,['other']
Dashen,"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,POSITIVE,0.44999999999999996,['other']
Dashen,"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,POSITIVE,0.12142857142857143,['other']
BOA,"General, when I considered from other banks, this bank is unique",4,2024-04-11,POSITIVE,0.10000000000000002,['other']
CBE,"I am happy for using CBE. How ever, i am happy we can not send money to other tele birr by this app. why???",5,2025-01-24,POSITIVE,0.4916666666666667,['transactions']
BOA,Wow bank of Abyssinia great job I really like the updated version of Mobile banking specially it allows me to transfer 500000 birr,5,2024-02-23,POSITIVE,0.3642857142857143,['transactions']
BOA,Wow! Thanks BoA,5,2024-03-22,POSITIVE,0.1625,['other']
BOA,The best,5,2024-04-24,POSITIVE,1.0,['other']
BOA,Definitly better than the privious version but this one crashes frequently and needed to put to sleep on andrioid version 9,2,2024-02-20,POSITIVE,0.3,['performance']
BOA,"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,NEUTRAL,0.02999999999999998,['other']
CBE,its very nice,5,2025-05-02,POSITIVE,0.78,['other']
BOA,Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,POSITIVE,0.5311111111111111,['other']
CBE,"Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying ""Mobile banking is not working today"" is bad moto.",5,2025-02-10,POSITIVE,0.15000000000000008,['other']
BOA,Boa,4,2025-01-18,NEUTRAL,0.0,['other']
BOA,Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,NEUTRAL,0.0,['other']
CBE,It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,POSITIVE,0.45499999999999996,['other']
BOA,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,NEUTRAL,0.024999999999999994,['login_issues']
BOA,The Bank I always love 😘 and work with them is priceless,5,2024-04-24,POSITIVE,0.75,['other']
BOA,Is ok but stop sundenly,5,2024-07-15,POSITIVE,0.5,['other']
CBE,It is best application,5,2025-02-04,POSITIVE,1.0,['other']
CBE,"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",4,2025-02-11,POSITIVE,0.39166666666666666,['transactions']
Dashen,To join digital world use supper app and make your life easy,5,2025-04-21,POSITIVE,0.21666666666666667,['other']
BOA,Please fix the app i doesn't belongs to Abbssinya Bank Name,1,2024-05-22,NEUTRAL,0.0,['other']
Dashen,"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,POSITIVE,0.43787878787878787,['customer_service']
BOA,It always crashes,1,2024-05-02,NEUTRAL,0.0,['performance']
CBE,"I’ve been using the CBE mobile banking app, and overall, I appreciate its features. However, I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications. Thank you for your attention to this matter!",1,2025-01-29,POSITIVE,0.1609375,['other']
Dashen,Wow Dashen Super App 🚀🚀,5,2025-01-14,POSITIVE,0.21666666666666667,['other']
CBE,"We need this app to work properly, and it looks like an outdated",2,2025-03-03,NEGATIVE,0.20000000000000004,['other']
BOA,liking this application good 👍,5,2025-05-07,POSITIVE,0.7,['other']
BOA,I have been using this app for two years.It is amazing.,5,2025-01-31,POSITIVE,0.6000000000000001,['other']
Dashen,Great for everyday banking and payments on the go,5,2025-04-22,POSITIVE,0.30000000000000004,['transactions']
BOA,Really Bank,5,2024-06-11,POSITIVE,0.2,['other']
BOA,FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,POSITIVE,1.0,['other']
BOA,"It is so bad apps ,it doesn't work",1,2024-07-06,NEGATIVE,0.6999999999999998,['other']
CBE,Why is it so hard to use this app why don't you make it simple like other apps sometimes it doesn't function right,1,2025-02-22,NEUTRAL,0.03273809523809525,['other']
CBE,Biometric security for mobile banking is not available,5,2025-04-16,NEGATIVE,0.2,['other']
CBE,Tnc Cbe,5,2025-03-31,NEUTRAL,0.0,['other']
CBE,I am appreciate this app,5,2025-03-12,NEUTRAL,0.0,['other']
Dashen,Just Wow,5,2025-01-29,NEUTRAL,0.1,['other']
Dashen,It is an amazing application that meets the needs of customers.,5,2025-04-22,POSITIVE,0.6000000000000001,['other']
CBE,Simple and easy to use,5,2025-03-10,POSITIVE,0.21666666666666667,['other']
Dashen,"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,NEGATIVE,0.15714285714285717,['other']
BOA,If it is possible I would gove0 star,1,2024-10-08,NEUTRAL,0.0,['other']
BOA,The best app,5,2024-06-06,POSITIVE,1.0,['other']
BOA,A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,2,2024-04-18,NEUTRAL,0.09523809523809525,['other']
BOA,This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,NEUTRAL,0.0,['login_issues']
CBE,it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,POSITIVE,0.42999999999999994,['other']
CBE,Very good app. but disappointed by general cessation of system.,5,2025-05-02,NEUTRAL,0.06999999999999998,['other']
BOA,"Horrible, your apps are getting worse and worse",1,2024-02-16,NEGATIVE,0.6,['other']
BOA,"I never ever seen the worst commercial app like this in my life , it does not work anything , i donot know how the IT Team of the bank tested and launch the app. Its annoying !",1,2024-04-30,NEGATIVE,0.6666666666666666,['other']
Dashen,"Great job my home, my bank.",5,2025-01-16,POSITIVE,0.8,['other']
BOA,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,NEGATIVE,0.2333333333333333,['other']
Dashen,the worst app in the market only good ui,1,2025-03-22,NEGATIVE,0.10000000000000002,['other']
BOA,More easy and secure fast app than previous one,5,2024-02-08,POSITIVE,0.2733333333333333,['other']
BOA,I need a support the app is not working,5,2024-11-12,NEUTRAL,0.0,['customer_service']
Dashen,", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,POSITIVE,1.0,['other']
BOA,Very very good app,5,2024-04-29,POSITIVE,0.9099999999999999,['other']
CBE,Exceptional/incredible,5,2025-03-12,NEUTRAL,0.0,['other']
CBE,It is very comfortable and simple to use!!! But whay standing order is not work?,5,2025-03-13,POSITIVE,0.26,['other']
BOA,Very good app,5,2024-07-07,POSITIVE,0.9099999999999999,['other']
Dashen,This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,NEUTRAL,0.0625,['other']
BOA,considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,NEUTRAL,0.06666666666666675,['other']
BOA,Worst app ever,1,2024-05-16,NEGATIVE,1.0,['other']
CBE,It is good but why screenshot is forbidden,4,2025-03-20,POSITIVE,0.7,['other']
CBE,Friendly mobile banking application,5,2025-02-27,POSITIVE,0.375,['other']
CBE,The best app,5,2025-02-22,POSITIVE,1.0,['other']
Dashen,"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,POSITIVE,1.0,['other']
CBE,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,POSITIVE,0.27499999999999997,['other']
CBE,"It used to work properly, but not anymore. I used to use the app from abroad; but these days, it kept saying ""unable to connect"" when I tried to check my balance and do transactions.",1,2025-02-07,NEGATIVE,0.25,['other']
Dashen,"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,POSITIVE,0.79296875,['other']
Dashen,I wish dark mode feature is add as an option but it's good app,5,2025-02-27,POSITIVE,0.27499999999999997,['other']
BOA,The worst mobile banking app,1,2024-07-11,NEGATIVE,1.0,['other']
Dashen,"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,NEGATIVE,0.10666666666666666,['other']
BOA,Frequently crashing fix it please,1,2024-05-01,NEUTRAL,0.1,['performance']
BOA,This app is very wonderful,5,2024-04-24,POSITIVE,1.0,['other']
BOA,Good app boa,5,2024-06-06,POSITIVE,0.7,['other']
BOA,So this updated version is so much better and faster but it doesn't open unless it's directly opened from play store. fix this issue I'd give it 5 if it wasn't for this,3,2024-02-16,POSITIVE,0.19999999999999998,['other']
Dashen,"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,POSITIVE,0.2111111111111111,['other']
CBE,Simple and efficient,5,2025-02-25,NEUTRAL,0.0,['other']
CBE,It used to be the best bank app in Ethiopia. But now using it is a terrible experience. For every transaction it shows an error message. Making a simple payment requires 5 to 6 trials to complete.,1,2025-01-31,NEUTRAL,0.025,['transactions']
BOA,The worest MB app ever!!🙄,1,2024-09-02,NEUTRAL,0.0,['other']
BOA,"When we come to use mobile banking app this app is the WOREST one. Who made this app? Why? im almost forget to use it While the app right infront to my phone. I preffered to go branch office rather than to use it. Let alone for transaction or other service for simple purpose to check my balance i used to call for the bank 'call center' rather than to open for this difficult app. It need high speed internet service, it stop service for simple interuption of the network, after transfer the 1/2",1,2024-02-13,NEUTRAL,0.03491071428571428,['transactions']
Dashen,"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,POSITIVE,0.3009259259259259,['other']
Dashen,"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,POSITIVE,0.2875,['other']
BOA,The app is not good need a few work,3,2024-06-11,NEGATIVE,0.275,['other']
BOA,"What's up I can't log in, what's wrong",5,2024-10-22,NEGATIVE,0.5,['other']
Dashen,Wonderful Application 😍,5,2025-02-05,POSITIVE,1.0,['other']
Dashen,"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-19,NEGATIVE,0.13258928571428572,['customer_service']
BOA,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,NEUTRAL,0.016666666666666663,['other']
Dashen,Always one step a head!,5,2025-01-15,NEUTRAL,0.0,['other']
CBE,"Smart and easy to use, i like this app",5,2025-02-08,POSITIVE,0.3238095238095238,['other']
CBE,"BEST APP EVER,BUT WHEN CBE BE INTEGRATED WITH INTERNATIONAL TRANSFER",5,2025-01-28,POSITIVE,0.5,['transactions']
